x,y
959,279
958,279
958,279
958,279
958,279
957,279
956,279
956,279
957,279
957,279
956,278
955,278
954,278
953,278
952,277
951,277
952,276
952,276
952,276
953,275
953,275
954,275
954,275
953,274
953,273
952,274
952,273
952,273
951,273
952,271
952,271
954,270
954,270
954,268
954,267
954,266
953,264
953,263
952,260
952,260
953,261
953,261
953,262
954,262
954,262
953,263
952,263
952,263
951,263
952,264
953,264
953,265
952,265
952,265
952,264
953,265
953,264
954,264
954,264
955,264
954,263
955,263
955,263
954,264
954,264
955,264
954,264
954,265
954,264
954,265
954,265
955,265
955,264
956,264
955,264
955,263
954,263
954,262
954,263
954,263
953,263
951,263
951,263
952,264
952,266
952,267
952,267
952,267
950,268
949,267
949,267
950,266
950,265
950,265
951,265
951,266
951,266
951,267
950,267
950,268
950,268
950,269
949,269
949,270
948,270
948,270
948,272
948,272
948,272
949,273
949,273
949,274
949,275
948,276
947,276
947,277
947,277
947,278
946,278
946,279
945,280
945,280
944,281
943,281
943,281
943,282
944,282
945,282
945,283
946,283
946,284
946,286
946,287
946,286
1438,536
1436,535
1451,544
1413,520
1419,524
1423,527
1427,529
1431,534
1432,535
1433,539
1435,539
1435,539
1437,541
1437,542
1438,542
1437,541
1436,539
1436,537
1435,536
1395,519
1381,518
1384,524
1390,526
1401,530
1408,531
1381,482
1380,467
1390,478
1403,496
1406,501
1410,517
1418,527
1418,530
1407,534
1411,536
1422,538
1422,541
1422,544
1418,542
1432,553
1378,520
1393,527
1401,532
1403,534
1409,537
1413,539
1415,540
1420,543
1422,543
1401,522
1385,513
1391,516
1401,521
1404,521
1412,524
1410,526
1411,526
1416,527
1416,527
1398,517
1405,521
1406,522
1411,524
1417,526
1419,527
1425,530
1427,532
1426,532
1425,533
1425,533
1425,534
1424,535
1425,536
1426,539
1426,541
1424,545
1424,545
1423,544
1425,543
1425,542
1427,541
1428,539
1428,540
1429,540
1428,540
1428,539
1428,540
1427,540
1427,540
1428,542
1429,542
1430,542
1431,541
1431,541
1431,540
1431,540
1431,540
1431,541
1431,541
1430,542
1430,541
1423,532
1430,541
1431,542
1432,542
1432,542
1432,543
1433,542
1433,542
1434,542
1433,541
1443,548
1422,539
1424,540
1424,542
1424,542
1409,534
1297,412
1297,412
1371,489
1377,495
1391,510
1407,524
1410,527
1415,533
1418,538
1420,542
1417,542
1408,540
1415,545
1417,546
1420,547
1420,548
1421,547
1422,547
1422,546
1418,550
1416,554
1418,551
1421,549
1421,549
1421,548
1422,548
1423,547
1424,546
1424,546
1426,546
1426,545
1425,545
1425,545
997,809
969,786
966,784
964,784
961,785
957,787
953,789
952,789
949,791
946,791
945,791
943,793
943,793
940,794
937,792
940,792
942,792
945,792
947,792
949,792
950,792
949,793
949,796
949,798
948,796
947,794
947,795
951,797
951,798
950,798
950,799
951,799
953,799
954,799
956,798
956,798
955,798
957,798
956,799
955,801
955,801
955,801
955,800
953,798
953,797
952,797
945,792
946,793
947,794
949,792
949,793
950,795
952,797
952,797
953,795
954,795
954,794
954,795
954,795
953,794
953,791
953,792
954,793
955,794
957,794
958,794
957,791
958,791
959,793
958,797
959,798
959,800
960,800
961,800
962,801
962,802
962,803
961,803
960,802
959,802
954,799
952,797
952,797
952,798
954,799
956,801
957,800
958,800
958,805
958,805
958,805
958,805
958,805
957,804
958,803
958,802
956,803
956,804
956,805
958,804
960,804
964,803
964,802
964,800
965,800
967,801
968,802
967,803
965,803
965,802
963,800
962,799
965,799
968,799
968,799
970,798
974,797
975,795
976,795
976,795
977,795
977,795
975,795
973,795
967,792
968,790
971,791
975,791
974,788
969,786
971,787
973,788
976,790
975,790
977,792
978,792
978,792
975,793
972,796
972,800
971,802
969,804
972,802
972,801
972,802
972,805
969,804
969,801
970,802
970,801
